body,brand,cit,color,gear,price,usage,year
دنده‌ای,پراید 111 SE,کرج، محمد شهر,بدون رنگ,۱۴٫۰۰۰,,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SX,کرج، ماهدشت,مسی,دنده‌ای,هستم,۱۷۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
تک برگی,پراید 111 SX,کرج، فردیس,چند لکه رنگ,۳۴٫۰۰۰٫۰۰۰ تومان,۱۹۵٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 EX,کرج، مصباح,سفید,دنده‌ای,هستم,۶۶٫۰۰۰,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پراید 111 SE,کرج، حصارک,سفید,دنده‌ای,۳۷٫۰۰۰٫۰۰۰ تومان,۱۸۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,کرج، شاهین ویلا,نوک‌مدادی,دنده‌ای,۴۷٫۸۰۰٫۰۰۰ تومان,۳۵,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SE,کرج، شهرک وحدت,سفید,دنده‌ای,۱۹۱٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SX,کرج، هشتگرد,سفید,دنده‌ای,۴۸٫۵۰۰٫۰۰۰ تومان,۷۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111 SX,کرج، شهرک اوج,چند لکه رنگ,۳۴٫۶۰۰٫۰۰۰ تومان,۲۲۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
یک لکه رنگ,پراید 111 SE,کرج، مارلیک,سفید,دنده‌ای,۴۷٫۸۰۰٫۰۰۰ تومان,۵۴٫۰۰۰,۲۰۱۸ - ۱۳۹۷
توافقی,پراید 111 SX,کرج، گلشهر,تک برگی,۳۰٫۰۰۰,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SX,کرج، مارلیک,سفید,اتوماتیک,سانروف,۲۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
یک لکه رنگ,پراید 111 SE,کرج، فردیس,سفید,دنده‌ای,۸۵٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,کرج، ماهدشت,سفید,دنده‌ای,۳۵٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
یک لکه رنگ,پراید 111 SX,کرج، فردیس,سفید,دنده‌ای,۲۵٫۰۰۰٫۰۰۰ تومان,۲۷۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پراید 111 SE,کرج، هشتگرد,سفید,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
۶۵٫۰۰۰,پراید 111 SX,شیراز، فرهنگ شهر,تک برگی,,,,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 111 SE,شیراز، سفیر شمالی,سفید,دنده‌ای,۸۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
دو برگی,پراید 111 SX,شیراز، کلبه,یک لکه رنگ,۴۴٫۸۰۰٫۰۰۰ تومان,۵۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 EX,کرج، شاهین ویلا,سفید صدفی,دنده‌ای,۱۰٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
,پراید 111 SE,شیراز، بلوار مدرس,,,,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 111 SX,کرج، گلشهر,نوک‌مدادی,دنده‌ای,۳۸٫۰۰۰٫۰۰۰ تومان,۱۱۶٫۰۰۰,۲۰۱۵ - ۱۳۹۴
تک برگی,پراید 111 SE,شیراز، بلوار رحمت,بدون رنگ,۴۸٫۰۰۰٫۰۰۰ تومان,۱۶۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 EX,شیراز، بلوار رحمت,سفید,دنده‌ای,۴۶٫۵۰۰٫۰۰۰ تومان,۶۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دو لکه رنگ,پراید 111 EX,شیراز، فرگاز,سفید,دنده‌ای,۱۲۹٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SX,شیراز، مرودشت,سفید,دنده‌ای,۴۶٫۵۰۰٫۰۰۰ تومان,۹۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
,پراید 111 SE,شیراز، صدرا فاز یک,۶٫۰۰۰,,,,۲۰۱۸ - ۱۳۹۷
,پراید 111 SX,شیراز، گلدشت حافظ,,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 EX,شیراز، کازرون,سفید,۱۴۹٫۰۰۰,,,۲۰۱۲ - ۱۳۹۱
۳۹٫۵۰۰٫۰۰۰ تومان,پراید 111 SE,شیراز، پارامونت,دنده‌ای,۱۱٫۱۱۱,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,شیراز، پاسداران,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
,پراید 111 SX,شیراز، مرودشت,۳۰۰,,,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 SX,شیراز، امیرکبیر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,شیراز، پایگاه هوایی,سفید,دنده‌ای,۳۷٫۸۰۰٫۰۰۰ تومان,۱۹۰,۲۰۱۱ - ۱۳۹۰
,,,,,,,
بدون رنگ,پراید 111 SE,شیراز، بلوار رحمت,سفید,دنده‌ای,۴۸٫۵۰۰٫۰۰۰ تومان,۴۸,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 EX,شیراز، تاچارا,نقدی,دنده‌ای,توافقی,۱۲۵٫۰۰۰,۲۰۱۳ - ۱۳۹۲
چند لکه رنگ,پراید 111 SX,شیراز، ادبیات,آبی,دنده‌ای,۲۷٫۸۰۰٫۰۰۰ تومان,۲۸,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 SE,شیراز، کازرون,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
چند برگی,پراید 111 SE,شیراز، پایگاه هوایی,چند لکه رنگ,۲۵۰٫۰۰۰,,,۲۰۱۱ - ۱۳۹۰
دنده‌ای,پراید 111 SE,شیراز، میانرود,چند لکه رنگ,۱۰۰٫۰۰۰,,,۲۰۱۵ - ۱۳۹۴
,پراید 111 SX,شیراز، پارامونت,۵۹,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,شیراز، شهرک گلستان,سفید,دنده‌ای,۸٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,شیراز، اطلسی,سفید,دنده‌ای,۴۴٫۰۰۰٫۰۰۰ تومان,۱۳۰,۲۰۱۴ - ۱۳۹۳
۰,پراید 111,شیراز، بلوار عدالت,۵۷٫۵۰۰٫۰۰۰ تومان,,,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 111 EX,شیراز، کازرون,نقره‌ای,دنده‌ای,۱۰۰٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111,شیراز، امیرکبیر,سفید,دنده‌ای,هستم,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SX,کرج، فردیس,بدون رنگ,۴٫۵۵۰٫۰۰۰ تومان,۱۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,شیراز، کازرون,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پراید 111 SE,شیراز، پاسداران,سفید,دنده‌ای,۴۳٫۵۰۰٫۰۰۰ تومان,۸۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,شیراز، ارم,سفید,دنده‌ای,۱٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 SX,شیراز، سرداران,سفید,دنده‌ای,سنسور عقب و جلو,۱۸۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
دو لکه رنگ,پراید 111 SE,شیراز، مرودشت,سفید,دنده‌ای,۹۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 EX,شیراز، امیرکبیر,سفید,دنده‌ای,آینه تاشو برقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,شیراز، بلوار مدرس,بدون رنگ,هستم,۱۲٫۳۴۵,,۲۰۱۴ - ۱۳۹۳
دنده‌ای,پراید 111 EX,شیراز، صنایع (میرزای شیرازی),بدون رنگ,توافقی,۲٫۵۰۰,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پراید 111 SX,شیراز، بلوار رحمت,سفید,دنده‌ای,۳۵٫۵۰۰٫۰۰۰ تومان,کولر دوال,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 SE,شیراز، فرصت شیرازی,سفید,دنده‌ای,سنسور عقب و جلو ، دوربین 360 درجه,۱۱٫۰۰۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,شیراز، میانرود,سفید,دنده‌ای,۲۲۰٫۰۰۰,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SE,شیراز، بلوار رحمت,سفید,دنده‌ای,۸۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 111 SE,شیراز، بلوار مدرس,سفید,۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,شیراز، تاچارا,سفید,دنده‌ای,۱٫۸۵۵,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,شیراز، پارامونت,سفید صدفی,دنده‌ای,صندلی کودک,۶۰,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,پراید 111 SX,شیراز، امیرکبیر,سفید,دنده‌ای,۱۱۱٫۱۱۱,,۲۰۱۶ - ۱۳۹۵
,پراید 111 SE,شیراز، نصر,,,,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 EX,شیراز، ارتش,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,اصفهان، سپاهان شهر,سفید,دنده‌ای,۳۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,اصفهان، جلفا,بدون رنگ,۱۰٫۵۰۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,شیراز، مرودشت,سفید,دنده‌ای,۱۶۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,اصفهان، فولادشهر,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,پراید 111 SE,شیراز، میانرود,نوک‌مدادی,دنده‌ای,۳۴٫۰۰۰٫۰۰۰ تومان,صندلی کودک,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 EX,اصفهان، چهارباغ خواجو,نوک‌مدادی,دنده‌ای,۳۲٫۰۰۰٫۰۰۰ تومان,۱۳۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,پراید 111 SE,اصفهان، سپاهان شهر,نوک‌مدادی,دنده‌ای,۳۸٫۰۰۰٫۰۰۰ تومان,۲۰۰,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 SE,اصفهان، سپاهان شهر,سفید,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SE,اصفهان، مولوی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
,,,,,,,
دو لکه رنگ,پراید 111 SE,اصفهان، حکیم نظامی,آبی,دنده‌ای,۴۲٫۵۰۰٫۰۰۰ تومان,۵۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SE,اصفهان، سپاهان شهر,سفید,دنده‌ای,۴۳٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SE,اصفهان، خانه اصفهان,سفید,دنده‌ای,۳۸٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
۴۱٫۰۰۰٫۰۰۰ تومان,پراید 111 SE,اصفهان، زینبیه,دنده‌ای,۱۶۳,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,اصفهان، مبارکه,سفید,دنده‌ای,هستم,۳۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
دو لکه رنگ,پراید 111 SE,اصفهان، هشت بهشت,زیتونی,دنده‌ای,هستم,۱۲۳٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دنده‌ای,پراید 111 EX,اصفهان، مشتاق دوم,بدون رنگ,۶۸٫۰۰۰,,,۲۰۱۳ - ۱۳۹۲
دو برگی,پراید 111 SE,اصفهان، سه راه سیمین,بدون رنگ,۵۰٫۰۰۰,,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,اصفهان، دروازه شیراز (میدان آزادی),سفید,دنده‌ای,۵۳٫۰۰۰٫۰۰۰ تومان,۴۵,۲۰۱۸ - ۱۳۹۷
دو لکه رنگ,پراید 111 SE,اصفهان، خانه اصفهان,سفید,دنده‌ای,۴۰٫۰۰۰٫۰۰۰ تومان,۱۴۰٫۰۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SX,اصفهان، سه راه سیمین,سفید,دنده‌ای,صندلی کودک,۵۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,اصفهان، سه راه سیمین,سفید,دنده‌ای,۱۱۵٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,اصفهان، شاهین شهر,سفید,دنده‌ای,۵٫۴۰۰٫۰۰۰ تومان,۲۲٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SE,اصفهان، آتشگاه,سفید صدفی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,اصفهان، مبارکه,مشکی,دنده‌ای,۱۷۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,اصفهان، فولادشهر,سفید,دنده‌ای,۳۳,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,اهواز، امانیه,بدون رنگ,۴۷٫۷۰۰٫۰۰۰ تومان,۸۱,,۲۰۱۵ - ۱۳۹۴
,پراید 111 SE,اهواز، بهارستان,۱۳۵٫۰۰۰,,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,اهواز، رسالت,سفید,دنده‌ای,ترمز دستی برقی,۱۱۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SX,اهواز، کوی رمضان,سفید,دنده‌ای,۳۶٫۰۰۰٫۰۰۰ تومان,۱۹۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دنده‌ای,پراید 111 SE,اهواز، کوی رمضان,سفید,۴۸٫۰۰۰٫۰۰۰ تومان,۴۷٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
۰,پراید 111 SE,اصفهان، بهارستان,دنده‌ای,,,,۲۰۱۹ - ۱۳۹۸
۱,پراید 111 SE,اهواز، کمپلوی شمالی (لشکر),دنده‌ای,,,,۲۰۱۹ - ۱۳۹۸
,پراید 111 SE,اهواز، زیباشهر,۱۰۰,,,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 111 SL,اهواز، زرگان,سفید,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰,۲۰۱۵ - ۱۳۹۴
دو لکه رنگ,پراید 111 SE,اهواز، کوی مدرس,سفید,دنده‌ای,۲۸٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 SE,اهواز، حصیرآباد,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۶۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,اصفهان، آتشگاه,سفید,دنده‌ای,۳۰٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,اصفهان، شاهین شهر,سفید,دنده‌ای,۱,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,اصفهان، شاهین شهر,خاکستری,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۱۰۳,۲۰۱۵ - ۱۳۹۴
چند لکه رنگ,پراید 111 EX,اصفهان، خمینی شهر,مشکی,دنده‌ای,۳۴۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 SE,اصفهان، سه راه سیمین,سفید صدفی,دنده‌ای,۱۰۰٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
۴۶٫۰۰۰٫۰۰۰ تومان,پراید 111 SX,اصفهان، فولادشهر,دو برگی,۱۱۱٫۱۱۱,,,۲۰۱۶ - ۱۳۹۵
,پراید 111 SE,اصفهان، مشتاق سوم,,,,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پراید 111 SE,اصفهان، پروین,سفید,دنده‌ای,۲۱۰٫۰۰۰,,۲۰۱۲ - ۱۳۹۱
دو لکه رنگ,پراید 111 SE,اصفهان، دولت آباد,سفید,دنده‌ای,۴۴٫۰۰۰٫۰۰۰ تومان,۹۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SX,اصفهان، مولوی,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۶۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,اصفهان، سپاهان شهر,سفید,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۲۳٫۰۰۰,۲۰۱۷ - ۱۳۹۶
,پراید 111 SX,اصفهان، مولوی,۶۰,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SX,اصفهان، ملک شهر,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 111 SE,اصفهان، سه راه سیمین,سفید,دنده‌ای,۴۷٫۹۴۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SX,اصفهان، حکیم نظامی,سفید,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,پراید 111 SX,اصفهان، خانه اصفهان,سفید,دنده‌ای,۸۵٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 111 SE,اصفهان، پل شیری (صائب),سفید,۴۹٫۵۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,اصفهان، سه راه سیمین,نوک‌مدادی,دنده‌ای,۴۵٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SX,اصفهان، ابن سینا,مشکی,دنده‌ای,۳۳٫۰۰۰٫۰۰۰ تومان,۱۱۱٫۱۱۱,۲۰۱۲ - ۱۳۹۱
دنده‌ای,پراید 111 SE,اصفهان، سیچان,یک لکه رنگ,۴۶٫۵۰۰٫۰۰۰ تومان,۳۸٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دو لکه رنگ,پراید 111 EX,اصفهان، سه راه سیمین,خاکستری,دنده‌ای,۳۳٫۵۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SE,اصفهان، فولادشهر,نقدی,دنده‌ای,توافقی,۱۰۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
چند لکه رنگ,پراید 111 SE,اصفهان، ملک شهر,سفید,دنده‌ای,۳۳٫۰۰۰٫۰۰۰ تومان,۱۸۰,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 SE,اهواز، زیتون کارمندی,سفید,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,صندلی کودک,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SE,اهواز، شریعتی جنوبی,سفید,دنده‌ای,۴۳٫۰۰۰٫۰۰۰ تومان,۱۱٫۱۱۱,۲۰۱۵ - ۱۳۹۴
یک لکه رنگ,پراید 111 SE,اهواز، فرهنگ شهر,سفید صدفی,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۱۱۴٫۰۰۰,۲۰۱۵ - ۱۳۹۴
چند لکه رنگ,پراید 111 SL,اهواز، کمپلو جنوبی (کوی انقلاب),نقره‌ای,دنده‌ای,۳۰٫۰۰۰٫۰۰۰ تومان,۱,۲۰۱۰ - ۱۳۸۹
,پراید 111 SE,اهواز، کمپلو جنوبی (کوی انقلاب),,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,اهواز، پردیس,سفید,۴۵٫۰۰۰٫۰۰۰ تومان,۹۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
هستم,پراید 111 SX,اهواز، نادری,دنده‌ای,۱۱۱,,,۲۰۱۲ - ۱۳۹۱
دنده‌ای,پراید 111 SE,اهواز، زرگان,یک لکه رنگ,هستم,۲۰۰٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 SE,اهواز، کیانپارس,سفید,دنده‌ای,۱۲۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
۵۱٫۰۰۰٫۰۰۰ تومان,پراید 111 SE,اهواز، زیتون کارمندی,تک برگی,۳۷٫۰۰۰,,,۲۰۱۸ - ۱۳۹۷
دنده‌ای,پراید 111 SE,اهواز، آریاشهر,آبی,۱۶۸٫۰۰۰,,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SE,اهواز، شریعتی جنوبی,سفید,دنده‌ای,۶٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
۰,پراید 111 SE,اهواز، امانیه,تک برگی,,,,۲۰۱۹ - ۱۳۹۸
,پراید 111 SX,اهواز، آریاشهر,۱۰۰٫۰۰۰,,,,۲۰۱۲ - ۱۳۹۱
دو لکه رنگ,پراید 111 SX,اهواز، کانتکس,مشکی,دنده‌ای,۳۷٫۰۰۰٫۰۰۰ تومان,دی لایت,۲۰۱۴ - ۱۳۹۳
دو لکه رنگ,پراید 111 EX,اهواز، پردیس,سفید,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۳ - ۱۳۹۲
۴۵٫۰۰۰٫۰۰۰ تومان,پراید 111 EX,اهواز، گلستان,تک برگی,۲۲۰,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,اهواز، کیانپارس,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,اهواز، پادادشهر,بدون رنگ,۴٫۵۰۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,اهواز، رسالت,نقره‌ای,دنده‌ای,۸۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
۱۰۰٫۰۰۰,پراید 111 EX,اهواز، کوی فرهنگیان,۴۱٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SX,اهواز، کوت عبدالله,آبی,دنده‌ای,۳۶٫۰۰۰٫۰۰۰ تومان,۱۲٫۰۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 EX,قم، آزادگان,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,اهواز، پادادشهر,سفید,دنده‌ای,۱۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,قم، بلوار کاشانی,نقدی,دنده‌ای,توافقی,۹۲٫۰۰۰,۲۰۱۴ - ۱۳۹۳
,پراید 111 SE,قم، امام,,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,قم، باجک (۱۹ دی),بدون رنگ,۸٫۰۰۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,قم، انسجام,سفید,دنده‌ای,۸۸٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
دو لکه رنگ,پراید 111 SE,قم، توحید,سفید,دنده‌ای,۴۱٫۵۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,قم، آزادگان,سفید,دنده‌ای,۳۷٫۸۰۰,,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SE,قم، توحید,سفید,دنده‌ای,۳۳٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
یک لکه رنگ,پراید 111 SE,قم، توحید,سفید,دنده‌ای,۳۹٫۵۰۰٫۰۰۰ تومان,۱۸٫۰۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,قم، پردیسان,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
